시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
용산종합큰시장,상설장,대구광역시 달서구 달구벌대로 301길 187-11,대구광역시 달서구 용산동 933,매일,35.85805075,128.5311686,62,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,2010,053-561-3022,2025-11-10,B553077,소상공인시장진흥공단
성서용산시장,상설장,대구광역시 달서구 성지로 66-1,대구광역시 달서구 용산동 421-1,매일,35.85513834,128.5213714,106,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,2009,,2025-11-10,B553077,소상공인시장진흥공단
성서와룡시장,상설장,대구광역시 달서구 성서서로69길 7,대구광역시 달서구 신당동 1788-3,매일,35.85582107,128.4993227,142,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2006,,2025-11-10,B553077,소상공인시장진흥공단
월촌역시장,상설장,대구광역시 달서구 송현로12안길 38,대구광역시 달서구 송현동 1948-3,매일,35.8227509,128.548172,56,농산물+축산물+가공식품,,,Y,Y,2007,053-653-8277,2025-11-10,B553077,소상공인시장진흥공단
두류신시장,상설장,대구광역시 달서구 당산동길 27,대구광역시 달서구 성당동 706-21,매일,35.84527773,128.5462301,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,N,2015,,2025-11-10,B553077,소상공인시장진흥공단
수성시장,상설장,대구광역시 수성구 들안로 285-56,대구광역시 수성구 수성동2가 39-76,매일,35.85565541,128.6170064,101,축산물,,,Y,Y,1971,,2025-11-10,B553077,소상공인시장진흥공단
동성시장,상설장,,대구광역시 수성구 수성2가 39-1,매일,35.85591488,128.6171376,69,농산물+가공식품,,,Y,N,1971,,2025-11-10,B553077,소상공인시장진흥공단
수성현대시장,상설장,대구광역시 수성구 신천동로 280,대구광역시 수성구 수성동1가 649-76,매일,35.84946852,128.609390,36,농산물+축산물,,,Y,N,1983,,2025-11-10,B553077,소상공인시장진흥공단
청구시장,상설장,대구광역시 수성구 만촌로 66,대구광역시 수성구 만촌동 984-1,매일,35.86482085,128.6440771,48,근린생활서비스,,,Y,Y,1980,,2025-11-10,B553077,소상공인시장진흥공단
중평시장,상설장,대구광역시 서구 서대구로 17길16,대구광역시 서구 평리동 1437-5,매일,35.8653642,128.5539271,73,농산물,,,Y,N,1982,,2025-11-10,B553077,소상공인시장진흥공단
신평리시장,상설장,대구광역시 서구 국채보상로 52길 33,대구광역시 서구 평리동 1205,매일,35.86809726,128.5606785,150,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,,2025-11-10,B553077,소상공인시장진흥공단
대평리시장,상설장,대구광역시 서구 문화로49길 25,대구광역시 서구 평리동 676-7,매일,35.87800549,128.5589352,66,농산물,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
서구시장,상설장,대구광역시 서구 국채보상로45길 33,대구광역시 서구 평리동 1085-1,매일,35.87393821,128.5556896,99,음식점,,,Y,N,1979,053-567-0395,2025-11-10,B553077,소상공인시장진흥공단
원대신시장,상설장,대구광역시 서구 달서로 54길 6,대구광역시 서구 원대동3가 1434-4,매일,35.88552266,128.5748006,45,농산물,,,Y,Y,1968,,2025-11-10,B553077,소상공인시장진흥공단
원고개시장,상설장,대구광역시 서구 통학로46길 48,대구광역시 서구 비산동 566-2,매일,35.88028056,128.5682981,131,농산물+음식점,,,Y,Y,2011,,2025-11-10,B553077,소상공인시장진흥공단
서부시장,상설장,대구광역시 서구 달서로 26길 7-2,대구광역시 서구 비산동 434-13,매일,35.87331075,128.5720521,135,음식점,,,Y,Y,1972,053-567-1544,2025-11-10,B553077,소상공인시장진흥공단
새길시장,상설장,대구광역시 서구 달서로 17-7,대구광역시 서구 내당2 3동 968-7,매일,35.86504457,128.5715677,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1970,,2025-11-10,B553077,소상공인시장진흥공단
중앙시장,상설장,대구광역시 북구 태전로 15,대구광역시 북구 태전동 156-1,매일,35.9216581,128.5449019,49,음식점,,,Y,Y,2007,,2025-11-10,B553077,소상공인시장진흥공단
칠성전자주방시장,상설장,대구광역시 북구 칠성시장로 73-1,대구광역시 북구 칠성동2가 409-711,매일,35.88023823,128.6015542,132,근린생활서비스,,,Y,Y,2017,053-422-1481,2025-11-10,B553077,소상공인시장진흥공단
칠성상가시장,상설장,대구광역시 북구 칠성남로 230,대구광역시 북구 칠성동1가 150-2,매일,35.87561087,128.6053131,54,농산물+수산물,,,Y,Y,2020,053-423-3889,2025-11-10,B553077,소상공인시장진흥공단
칠성본시장,상설장,대구광역시 북구 칠성시장로 15-1,대구광역시 북구 칠성동1가 97-1,매일,35.87551455,128.6043822,80,축산물+수산물+가공식품,,,N,Y,2015,,2025-11-10,B553077,소상공인시장진흥공단
칠성진시장,상설장,대구광역시 북구 칠성시장로 19,대구광역시 북구 칠성동1가 89,매일,35.87571704,128.6040652,87,농산물+수산물,,,Y,Y,2012,053-257-9558,2025-11-10,B553077,소상공인시장진흥공단
칠성시장,상설장,대구광역시 북구 칠성남로 229,대구광역시 북구 칠성동1가 276-163,매일,35.8763116,128.605428,220,농산물,,,Y,Y,1974,053-423-3480,2025-11-10,B553077,소상공인시장진흥공단
삼성시장,상설장,대구광역시 북구 칠성시장로 42,대구광역시 북구 칠성동1가 276-108,매일,35.87781555,128.6034764,90,농산물,,,Y,N,1976,053-425-4073,2025-11-10,B553077,소상공인시장진흥공단
대구청과시장,상설장,대구광역시 북구 칠성시장로 34,대구광역시 북구 칠성동1가 276-102,매일,35.87703471,128.6039146,108,농산물,,,Y,Y,2005,053-255-8707,2025-11-10,B553077,소상공인시장진흥공단
대구능금시장,상설장,대구광역시 북구 칠성남로 197-15,대구광역시 북구 칠성동1가 234-9,매일,35.87715081,128.6019682,120,농산물,,,Y,Y,2008,053-424-8510,2025-11-10,B553077,소상공인시장진흥공단
봉평전통시장(봉평시장),상설장,강원특별자치도 평창군 봉평면 허생원장터길15,강원특별자치도 평창군 봉평면 창동리 397-34,2일+7일,37.61558646,128.3772728,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1957,033-336-3369,2025-11-10,B553077,소상공인시장진흥공단
서변중앙시장,상설장,대구광역시 북구 호국로43길 27,대구광역시 북구 서변동 1751,2일+7일,35.92100516,128.596183,59,농산물,,,Y,N,2009,,2025-11-10,B553077,소상공인시장진흥공단
전자상가,상설장,대구광역시 북구 유통단지로 25,대구광역시 북구 산격동 1626,매일,35.90545132,128.6049864,369,근린생활서비스,,,Y,Y,2017,053-604-2011,2025-11-10,B553077,소상공인시장진흥공단
전자관,상설장,대구광역시 북구 유통단지로 45,대구광역시 북구 산격동 1621,매일,35.90720316,128.6070266,360,근린생활서비스,,,Y,Y,2017,053-604-2000,2025-11-10,B553077,소상공인시장진흥공단
전기재료관,상설장,대구광역시 북구 유통단지로 38,대구광역시 북구 산격동 1665,매일,35.90506337,128.6077144,198,근린생활서비스,,https://www.dgemc.com/,Y,Y,2017,053-604-4114,2025-11-10,B553077,소상공인시장진흥공단
섬유제품관,상설장,대구광역시 북구 유통단지로 60,대구광역시 북구 산격동 1667,매일,35.90628079,128.6096663,699,근린생활서비스,,,Y,Y,2017,053-601-1500,2025-11-10,B553077,소상공인시장진흥공단
산업용재관,상설장,대구광역시 북구 유통단지로 16,대구광역시 북구 산격동 1629,매일,35.90497291,128.6063945,1038,근린생활서비스,,,Y,Y,2017,053-604-0700,2025-11-10,B553077,소상공인시장진흥공단
산격종합시장,상설장,대구광역시 북구 대동로1길 34,대구광역시 북구 산격동 1258,매일,35.8986391,128.6103422,160,음식점,,,Y,N,1981,,2025-11-10,B553077,소상공인시장진흥공단
전기조명관,상설장,대구광역시 북구 유통단지로 50,대구광역시 북구 산격동 1666,매일,35.90569574,128.6082699,86,근린생활서비스,,,Y,Y,2017,053-604-6114,2025-11-10,B553077,소상공인시장진흥공단
경안시장,상설장+3일장,경기도 광주시 경안로25번길 14-1,경기도 광주시 경안동 33-16,3일+8일,37.40885235,127.2570231,91,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2005,031-761-2800,2025-11-10,B553077,소상공인시장진흥공단
신중앙시장,상설장,대전광역시 동구 중앙로200번길 85,대전광역시 동구 원동 40-1,매일,36.32729269,127.4336344,83,의류+가정용품,,,Y,Y,1975,042-256-2157,2025-11-10,B553077,소상공인시장진흥공단
중앙종합시장,상설장,대전광역시 동구 중교로 119,대전광역시 동구 원동 65-7,매일,36.32858655,127.4322049,76,의류,,,Y,Y,1985,042-257-3713,2025-11-10,B553077,소상공인시장진흥공단
가평잣고을시장,상설장+5일장,경기도 가평군 가평읍 장터2길 12,경기도 가평군 가평읍 읍내리 405,5일+10일,37.82972123,127.5148873,116,음식점,,,Y,Y,2015,031-582-8181,2025-11-10,B553077,소상공인시장진흥공단
신도시장,상설장,대전광역시 동구 흥룡로37번길 12,대전광역시 동구 가양동 38-5,매일,36.3495206,127.447114,68,농산물+축산물,,,Y,Y,1982,042-622-7078,2025-11-10,B553077,소상공인시장진흥공단
중리시장,상설장,대전광역시 대덕구 중리북로31번길 26,대전광역시 대덕구 중리동 372-6,매일,36.3655916,127.4263925,171,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,2005,042-623-1040,2025-11-10,B553077,소상공인시장진흥공단
송촌시장,상설장,대전광역시 대덕구 동춘당로 83,대전광역시 대덕구 송촌동 476-1,매일,36.36463844,127.439864,35,음식점,,,Y,Y,2005,042-621-5520,2025-11-10,B553077,소상공인시장진흥공단
신탄진시장,상설장+3일장,대전광역시 대덕구 석봉로43번길 37,대전광역시 대덕구 석봉동 417-43,3일+8일,36.44915618,127.4265148,135,농산물+수산물+가공식품,,,Y,Y,2005,042-935-9195,2025-11-10,B553077,소상공인시장진흥공단
법동시장,상설장,대전광역시 대덕구 계족로608번길 23,대전광역시 대덕구 법동 200-7,매일,36.36622183,127.4315773,66,농산물+축산물,,,Y,Y,2005,043-627-2123,2025-11-10,B553077,소상공인시장진흥공단
중앙시장,상설장,대구광역시 중구 경상감영길101,대구광역시 중구 포정동 21-3,매일,35.87237538,128.5931143,30,농산물+축산물+가공식품+가정용품+음식점,,,Y,N,1972,,2025-11-10,B553077,소상공인시장진흥공단
번개시장,상설장,대구광역시 중구 태평로 177-3,대구광역시 중구 태평로1가 1-152,매일,35.87508428,128.5981288,104,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1988,053-423-3460,2025-11-10,B553077,소상공인시장진흥공단
약령시장,상설장,대구광역시 중구 남성로 27-1,대구광역시 중구 남성로 52-2,매일,35.86812814,128.5899293,241,농산물+가공식품+음식점,,,Y,N,2015,,2025-11-10,B553077,소상공인시장진흥공단
서문시장4지구종합대체상가(베네시움),상설장,대구광역시 중구 달성로 18,대구광역시 중구 동산동 562,매일,35.86672736,128.5827273,1204,의류+신발+가정용품,,,Y,Y,2017,053-238-1100,2025-11-10,B553077,소상공인시장진흥공단
서문시장2지구종합상가,상설장,대구광역시 중구 큰장로26길25,대구광역시 중구 대신동 2105,매일,35.86881497,128.579536,1547,수산물+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2015,053-257-2289,2025-11-10,B553077,소상공인시장진흥공단
명품프라자상가,상설장,대구광역시 중구 큰장로 28길 27,대구광역시 중구 대신동 115-112,매일,35.86990532,128.5809084,118,농산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2006,053-256-0023,2025-11-10,B553077,소상공인시장진흥공단
서문시장 제1지구1층(직물시장),상설장,대구광역시 중구 큰장로28길 10,대구광역시 중구 대신동 115-379,매일,35.86938777,128.5798352,214,의류+가정용품+근린생활서비스,,,Y,Y,1974,053-254-9870,2025-11-10,B553077,소상공인시장진흥공단
서문시장 제1지구2층(포목시장),상설장,대구광역시 중구 큰장로28길 10,대구광역시 중구 대신동 115-379,매일,35.86938777,128.5798352,205,근린생활서비스,,,Y,Y,1974,053-254-7923,2025-11-10,B553077,소상공인시장진흥공단
서문시장 아진상가,상설장,대구광역시 중구 큰장로 28길39,대구광역시 중구 대신동 115-381,매일,35.86995064,128.5815736,233,의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2017,053-254-1254,2025-11-10,B553077,소상공인시장진흥공단
동산상가,상설장,대구광역시 중구 큰장로26길 65,대구광역시 중구 대신동 115-30,매일,35.86895745,128.5817199,844,의류+신발+가정용품,,http://www.dongsansangga.com/,Y,Y,1977,053-257-3562,2025-11-10,B553077,소상공인시장진흥공단
서문시장5지구,상설장,대구광역시 중구 큰장로26길 6,대구광역시 중구 대신동 115-400,매일,35.86808104,128.5784697,235,의류+신발+가정용품+음식점,,,Y,Y,1977,053-255-1059,2025-11-10,B553077,소상공인시장진흥공단
서문시장건해산물상가,상설장,대구광역시 중구 큰장로 26안길5,대구광역시 중구 대신동 265-5,매일,35.8681669,128.5794789,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,053-254-7800,2025-11-10,B553077,소상공인시장진흥공단
방천시장,상설장,대구광역시 중구 달구벌대로450길16-3,대구광역시 중구 대봉동 4-9,매일,35.86113952,128.6072142,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,053-256-6000,2025-11-10,B553077,소상공인시장진흥공단
교동시장,상설장,대구광역시 중구 교동길 40 (교동시장),대구광역시 중구 교동 67-12,매일,35.8732548,128.5967856,129,가공식품+의류+신발+가정용품+음식점,,,Y,Y,1971,053-427-0443,2025-11-10,B553077,소상공인시장진흥공단
염매시장,상설장,대구광역시 중구 종로 11-9,대구광역시 중구 계산동2가 252,매일,35.86686144,128.5916753,69,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,N,1962,053-252-3831,2025-11-10,B553077,소상공인시장진흥공단
